dataset,program,size,gamma,c,performance
Climatemodule_Arg3_Vostok,esaaf,354,1e-05,0.001,0.583041301644246
Climatemodule_Arg3_Vostok,esaaf,354,0.0001,0.001,0.5968500705675319
Climatemodule_Arg3_Vostok,esaaf,354,0.001,0.001,0.6098020042935264
Climatemodule_Arg3_Vostok,esaaf,354,0.01,0.001,0.5433836174886415
Climatemodule_Arg3_Vostok,esaaf,354,0.1,0.001,0.17231258678872338
Climatemodule_Arg3_Vostok,esaaf,354,6.0573020776546124e-05,0.01,0.5939316271551724
Climatemodule_Arg3_Vostok,esaaf,354,1e-07,0.01,0.583041301644246
Climatemodule_Arg3_Vostok,esaaf,354,1e-06,0.01,0.583041301644246
Climatemodule_Arg3_Vostok,esaaf,354,1e-05,0.01,0.583041301644246
Climatemodule_Arg3_Vostok,esaaf,354,0.0001,0.01,0.5968500705675319
Climatemodule_Arg3_Vostok,esaaf,354,0.001,0.01,0.6141982166714989
Climatemodule_Arg3_Vostok,esaaf,354,0.01,0.01,0.5433836174886415
Climatemodule_Arg3_Vostok,esaaf,354,0.1,0.01,0.17231258678872338
Climatemodule_Arg3_Vostok,esaaf,354,6.0573020776546124e-05,0.1,0.5935237841228643
Climatemodule_Arg3_Vostok,esaaf,354,1e-07,0.1,0.583041301644246
Climatemodule_Arg3_Vostok,esaaf,354,1e-06,0.1,0.583041301644246
Climatemodule_Arg3_Vostok,esaaf,354,1e-05,0.1,0.583041301644246
Climatemodule_Arg3_Vostok,esaaf,354,0.0001,0.1,0.596938870859916
Climatemodule_Arg3_Vostok,esaaf,354,0.001,0.1,0.6230894230615281
Climatemodule_Arg3_Vostok,esaaf,354,0.01,0.1,0.5481707280025061
Climatemodule_Arg3_Vostok,esaaf,354,0.1,0.1,0.17231258678872338
Climatemodule_Arg3_Vostok,esaaf,354,6.0573020776546124e-05,1.0,0.5901333589530361
Climatemodule_Arg3_Vostok,esaaf,354,1e-07,1.0,0.583041301644246
Climatemodule_Arg3_Vostok,esaaf,354,1e-06,1.0,0.583041301644246
Climatemodule_Arg3_Vostok,esaaf,354,1e-05,1.0,0.583041301644246
Climatemodule_Arg3_Vostok,esaaf,354,0.0001,1.0,0.6058418572693278
Climatemodule_Arg3_Vostok,esaaf,354,0.001,1.0,0.6948250200272454
Climatemodule_Arg3_Vostok,esaaf,354,0.01,1.0,0.582641087819271
Climatemodule_Arg3_Vostok,esaaf,354,0.1,1.0,0.17616359908456
Climatemodule_Arg3_Vostok,esaaf,354,6.0573020776546124e-05,10.0,0.6812080327562154
Climatemodule_Arg3_Vostok,esaaf,354,1e-07,10.0,0.583041301644246
Climatemodule_Arg3_Vostok,esaaf,354,1e-06,10.0,0.583041301644246
Climatemodule_Arg3_Vostok,esaaf,354,1e-05,10.0,0.5917993758219567
Climatemodule_Arg3_Vostok,esaaf,354,0.0001,10.0,0.6979708954158793
Climatemodule_Arg3_Vostok,esaaf,354,0.001,10.0,0.7275741184089808
Climatemodule_Arg3_Vostok,esaaf,354,0.01,10.0,0.5942786775438196
Climatemodule_Arg3_Vostok,esaaf,354,0.1,10.0,0.1600517061058601
Climatemodule_Arg3_Vostok,esaaf,354,6.0573020776546124e-05,100.0,0.7216029417974519
Climatemodule_Arg3_Vostok,esaaf,354,1e-07,100.0,0.583041301644246
Climatemodule_Arg3_Vostok,esaaf,354,1e-06,100.0,0.5917993758219567
Climatemodule_Arg3_Vostok,esaaf,354,1e-05,100.0,0.6928517320913166
Climatemodule_Arg3_Vostok,esaaf,354,0.0001,100.0,0.7250064096615267
Climatemodule_Arg3_Vostok,esaaf,354,0.001,100.0,0.7387800005172784
Climatemodule_Arg3_Vostok,esaaf,354,0.01,100.0,0.5942786775438196
Climatemodule_Arg3_Vostok,esaaf,354,0.1,100.0,0.1600517061058601
Climatemodule_Arg3_Vostok,esaaf,354,6.0573020776546124e-05,1000.0,0.7193940403911405
Climatemodule_Arg3_Vostok,esaaf,354,1e-07,1000.0,0.5917993758219567
Climatemodule_Arg3_Vostok,esaaf,354,1e-06,1000.0,0.6928517320913166
Climatemodule_Arg3_Vostok,esaaf,354,1e-05,1000.0,0.7234942134017938
Climatemodule_Arg3_Vostok,esaaf,354,0.0001,1000.0,0.7215793103017372
Climatemodule_Arg3_Vostok,esaaf,354,0.001,1000.0,0.7387800005172784
Climatemodule_Arg3_Vostok,esaaf,354,0.01,1000.0,0.5942786775438196
Climatemodule_Arg3_Vostok,esaaf,354,0.1,1000.0,0.1600517061058601
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,6.280223575959304e-05,0.001,0.6566693283560148
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-07,0.001,0.6603567857546618
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-06,0.001,0.6498768137751433
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-05,0.001,0.6498768137751433
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.0001,0.001,0.6614848428709141
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.001,0.001,0.6806096357472481
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.01,0.001,0.6263573588058065
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.1,0.001,0.18720851760288468
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,6.280223575959304e-05,0.01,0.6566693283560148
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-07,0.01,0.6603567857546618
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-06,0.01,0.6498768137751433
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-05,0.01,0.6498768137751433
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.0001,0.01,0.6614848428709141
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.001,0.01,0.6815699029727396
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.01,0.01,0.6263573588058065
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.1,0.01,0.20980305311753555
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,6.280223575959304e-05,0.1,0.6510745083860183
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-07,0.1,0.6603567857546618
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-06,0.1,0.6498768137751433
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-05,0.1,0.6498768137751433
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.0001,0.1,0.6629214871771523
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.001,0.1,0.6811405768798197
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.01,0.1,0.6263573588058065
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.1,0.1,0.20980305311753555
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,6.280223575959304e-05,1.0,0.661854953436258
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-07,1.0,0.6603567857546618
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-06,1.0,0.6498768137751433
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-05,1.0,0.651479443917383
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.0001,1.0,0.660418972402944
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.001,1.0,0.7049942458827057
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.01,1.0,0.6530733708675597
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.1,1.0,0.2087309891156898
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,6.280223575959304e-05,10.0,0.6971367349958638
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-07,10.0,0.6603567857546618
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-06,10.0,0.651479443917383
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-05,10.0,0.6480614045041126
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.0001,10.0,0.7092073163249073
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.001,10.0,0.7398675704287744
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.01,10.0,0.6539406918401629
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.1,10.0,0.1861695062718538
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,6.280223575959304e-05,100.0,0.7299597991539261
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-07,100.0,0.651479443917383
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-06,100.0,0.6480614045041126
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-05,100.0,0.6993126347565108
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.0001,100.0,0.7282146537745983
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.001,100.0,0.716767614906873
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.01,100.0,0.6539406918401629
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.1,100.0,0.1861695062718538
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,6.280223575959304e-05,1000.0,0.7168259898758375
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-07,1000.0,0.6480614045041126
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-06,1000.0,0.6993126347565108
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,1e-05,1000.0,0.7289345703561214
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.0001,1000.0,0.7158229310685801
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.001,1000.0,0.716767614906873
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.01,1000.0,0.6539406918401629
Climatemodule_Arg3_Vostok_Uncertainty,esaaf,352,0.1,1000.0,0.1861695062718538
Climatemodule_Arg4_ocean,esaaf,614,3.9763012445822895e-05,0.001,0.7495130327050359
Climatemodule_Arg4_ocean,esaaf,614,1e-07,0.001,0.7500320228290165
Climatemodule_Arg4_ocean,esaaf,614,1e-06,0.001,0.7500320228290165
Climatemodule_Arg4_ocean,esaaf,614,1e-05,0.001,0.7507067415130221
Climatemodule_Arg4_ocean,esaaf,614,0.0001,0.001,0.7502935732089739
Climatemodule_Arg4_ocean,esaaf,614,0.001,0.001,0.7440791887104413
Climatemodule_Arg4_ocean,esaaf,614,0.01,0.001,0.6377894034329609
Climatemodule_Arg4_ocean,esaaf,614,0.1,0.001,0.23620500388880541
Climatemodule_Arg4_ocean,esaaf,614,3.9763012445822895e-05,0.01,0.7468244168210271
Climatemodule_Arg4_ocean,esaaf,614,1e-07,0.01,0.7500320228290165
Climatemodule_Arg4_ocean,esaaf,614,1e-06,0.01,0.7500320228290165
Climatemodule_Arg4_ocean,esaaf,614,1e-05,0.01,0.7488519131678285
Climatemodule_Arg4_ocean,esaaf,614,0.0001,0.01,0.74751690335786
Climatemodule_Arg4_ocean,esaaf,614,0.001,0.01,0.7440791887104413
Climatemodule_Arg4_ocean,esaaf,614,0.01,0.01,0.6377894034329609
Climatemodule_Arg4_ocean,esaaf,614,0.1,0.01,0.23196330473800125
Climatemodule_Arg4_ocean,esaaf,614,3.9763012445822895e-05,0.1,0.748701735914469
Climatemodule_Arg4_ocean,esaaf,614,1e-07,0.1,0.7500320228290165
Climatemodule_Arg4_ocean,esaaf,614,1e-06,0.1,0.7498456659967517
Climatemodule_Arg4_ocean,esaaf,614,1e-05,0.1,0.7484766485779695
Climatemodule_Arg4_ocean,esaaf,614,0.0001,0.1,0.7478219752810052
Climatemodule_Arg4_ocean,esaaf,614,0.001,0.1,0.7486738280574398
Climatemodule_Arg4_ocean,esaaf,614,0.01,0.1,0.6543427259409682
Climatemodule_Arg4_ocean,esaaf,614,0.1,0.1,0.23389221912767819
Climatemodule_Arg4_ocean,esaaf,614,3.9763012445822895e-05,1.0,0.7499213556854495
Climatemodule_Arg4_ocean,esaaf,614,1e-07,1.0,0.7498456659967517
Climatemodule_Arg4_ocean,esaaf,614,1e-06,1.0,0.7492123196057022
Climatemodule_Arg4_ocean,esaaf,614,1e-05,1.0,0.7507632654535319
Climatemodule_Arg4_ocean,esaaf,614,0.0001,1.0,0.7498339383435317
Climatemodule_Arg4_ocean,esaaf,614,0.001,1.0,0.7734968455163426
Climatemodule_Arg4_ocean,esaaf,614,0.01,1.0,0.7027394822571769
Climatemodule_Arg4_ocean,esaaf,614,0.1,1.0,0.25441188181546737
Climatemodule_Arg4_ocean,esaaf,614,3.9763012445822895e-05,10.0,0.7543100363480635
Climatemodule_Arg4_ocean,esaaf,614,1e-07,10.0,0.7492123196057022
Climatemodule_Arg4_ocean,esaaf,614,1e-06,10.0,0.7513838841751762
Climatemodule_Arg4_ocean,esaaf,614,1e-05,10.0,0.7514153442230536
Climatemodule_Arg4_ocean,esaaf,614,0.0001,10.0,0.7663958955250569
Climatemodule_Arg4_ocean,esaaf,614,0.001,10.0,0.7866781787716047
Climatemodule_Arg4_ocean,esaaf,614,0.01,10.0,0.6930868681160943
Climatemodule_Arg4_ocean,esaaf,614,0.1,10.0,0.24809726302642462
Climatemodule_Arg4_ocean,esaaf,614,3.9763012445822895e-05,100.0,0.7777151881299256
Climatemodule_Arg4_ocean,esaaf,614,1e-07,100.0,0.7513838841751762
Climatemodule_Arg4_ocean,esaaf,614,1e-06,100.0,0.7531980936305774
Climatemodule_Arg4_ocean,esaaf,614,1e-05,100.0,0.7629418796237221
Climatemodule_Arg4_ocean,esaaf,614,0.0001,100.0,0.7679306753096049
Climatemodule_Arg4_ocean,esaaf,614,0.001,100.0,0.7855953957788098
Climatemodule_Arg4_ocean,esaaf,614,0.01,100.0,0.6930868681160943
Climatemodule_Arg4_ocean,esaaf,614,0.1,100.0,0.24809726302642462
Climatemodule_Arg4_ocean,esaaf,614,3.9763012445822895e-05,1000.0,0.7661226281928881
Climatemodule_Arg4_ocean,esaaf,614,1e-07,1000.0,0.7531980936305774
Climatemodule_Arg4_ocean,esaaf,614,1e-06,1000.0,0.7629418796237221
Climatemodule_Arg4_ocean,esaaf,614,1e-05,1000.0,0.7660959322622573
Climatemodule_Arg4_ocean,esaaf,614,0.0001,1000.0,0.7731545315627172
Climatemodule_Arg4_ocean,esaaf,614,0.001,1000.0,0.7855953957788098
Climatemodule_Arg4_ocean,esaaf,614,0.01,1000.0,0.6930868681160943
Climatemodule_Arg4_ocean,esaaf,614,0.1,1000.0,0.24809726302642462
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,4.5964331678617394e-05,0.001,0.7206385428810806
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-07,0.001,0.7245198333248357
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-06,0.001,0.7245198333248357
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-05,0.001,0.7245198333248357
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.0001,0.001,0.7220565069155275
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.001,0.001,0.7026266770581293
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.01,0.001,0.5343526128709496
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.1,0.001,0.26638252806056856
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,4.5964331678617394e-05,0.01,0.7242559229212511
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-07,0.01,0.7245198333248357
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-06,0.01,0.7245198333248357
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-05,0.01,0.7245198333248357
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.0001,0.01,0.7223648766301046
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.001,0.01,0.7026266770581293
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.01,0.01,0.5343526128709496
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.1,0.01,0.2678506537536353
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,4.5964331678617394e-05,0.1,0.7252145610552806
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-07,0.1,0.7245198333248357
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-06,0.1,0.7245198333248357
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-05,0.1,0.7260800403031064
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.0001,0.1,0.7247582637573144
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.001,0.1,0.7349962854821184
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.01,0.1,0.675231856717675
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.1,0.1,0.2678506537536353
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,4.5964331678617394e-05,1.0,0.7368702532842547
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-07,1.0,0.7245198333248357
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-06,1.0,0.7272763707805391
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-05,1.0,0.7284602706400377
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.0001,1.0,0.7379912842235876
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.001,1.0,0.7935760897388638
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.01,1.0,0.7155205493078679
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.1,1.0,0.22817701976397647
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,4.5964331678617394e-05,10.0,0.771665180822889
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-07,10.0,0.7272763707805391
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-06,10.0,0.7305050632549682
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-05,10.0,0.7418673037757428
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.0001,10.0,0.7850113699628515
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.001,10.0,0.8089462533202322
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.01,10.0,0.7114101352747013
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.1,10.0,0.2105305297572643
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,4.5964331678617394e-05,100.0,0.803414844345438
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-07,100.0,0.7305050632549682
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-06,100.0,0.7418673037757428
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-05,100.0,0.7849154458763516
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.0001,100.0,0.8034611160329962
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.001,100.0,0.7972504529956753
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.01,100.0,0.7114101352747013
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.1,100.0,0.2105305297572643
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,4.5964331678617394e-05,1000.0,0.7728952175615666
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-07,1000.0,0.7418673037757428
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-06,1000.0,0.7843271370527269
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,1e-05,1000.0,0.7991423765692198
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.0001,1000.0,0.7679607544396194
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.001,1000.0,0.7972504529956753
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.01,1000.0,0.7114101352747013
Climatemodule_Arg4_ocean_Uncertainty,esaaf,610,0.1,1000.0,0.2105305297572643
Climatemodule_Arg5_vapor,esaaf,621,4.5093795093795094e-05,0.001,0.6416115952103613
Climatemodule_Arg5_vapor,esaaf,621,1e-07,0.001,0.6404895714826558
Climatemodule_Arg5_vapor,esaaf,621,1e-06,0.001,0.6404895714826558
Climatemodule_Arg5_vapor,esaaf,621,1e-05,0.001,0.6404895714826558
Climatemodule_Arg5_vapor,esaaf,621,0.0001,0.001,0.6430140792834818
Climatemodule_Arg5_vapor,esaaf,621,0.001,0.001,0.6333717271213065
Climatemodule_Arg5_vapor,esaaf,621,0.01,0.001,0.5769560693196153
Climatemodule_Arg5_vapor,esaaf,621,0.1,0.001,0.23763774462351697
Climatemodule_Arg5_vapor,esaaf,621,4.5093795093795094e-05,0.01,0.6416115952103613
Climatemodule_Arg5_vapor,esaaf,621,1e-07,0.01,0.6404895714826558
Climatemodule_Arg5_vapor,esaaf,621,1e-06,0.01,0.6404895714826558
Climatemodule_Arg5_vapor,esaaf,621,1e-05,0.01,0.6404895714826558
Climatemodule_Arg5_vapor,esaaf,621,0.0001,0.01,0.6430140792834818
Climatemodule_Arg5_vapor,esaaf,621,0.001,0.01,0.6334495296528262
Climatemodule_Arg5_vapor,esaaf,621,0.01,0.01,0.5761343810818849
Climatemodule_Arg5_vapor,esaaf,621,0.1,0.01,0.2402388169045999
Climatemodule_Arg5_vapor,esaaf,621,4.5093795093795094e-05,0.1,0.6418211737859457
Climatemodule_Arg5_vapor,esaaf,621,1e-07,0.1,0.6404895714826558
Climatemodule_Arg5_vapor,esaaf,621,1e-06,0.1,0.6404895714826558
Climatemodule_Arg5_vapor,esaaf,621,1e-05,0.1,0.6404895714826558
Climatemodule_Arg5_vapor,esaaf,621,0.0001,0.1,0.6430140792834818
Climatemodule_Arg5_vapor,esaaf,621,0.001,0.1,0.6507521014414538
Climatemodule_Arg5_vapor,esaaf,621,0.01,0.1,0.5826312113305845
Climatemodule_Arg5_vapor,esaaf,621,0.1,0.1,0.2402388169045999
Climatemodule_Arg5_vapor,esaaf,621,4.5093795093795094e-05,1.0,0.653379387621119
Climatemodule_Arg5_vapor,esaaf,621,1e-07,1.0,0.6404895714826558
Climatemodule_Arg5_vapor,esaaf,621,1e-06,1.0,0.6404895714826558
Climatemodule_Arg5_vapor,esaaf,621,1e-05,1.0,0.6404895714826558
Climatemodule_Arg5_vapor,esaaf,621,0.0001,1.0,0.6731598031360679
Climatemodule_Arg5_vapor,esaaf,621,0.001,1.0,0.7347673302976012
Climatemodule_Arg5_vapor,esaaf,621,0.01,1.0,0.6388970928597845
Climatemodule_Arg5_vapor,esaaf,621,0.1,1.0,0.23381147537708674
Climatemodule_Arg5_vapor,esaaf,621,4.5093795093795094e-05,10.0,0.7132808365096057
Climatemodule_Arg5_vapor,esaaf,621,1e-07,10.0,0.6404895714826558
Climatemodule_Arg5_vapor,esaaf,621,1e-06,10.0,0.6404895714826558
Climatemodule_Arg5_vapor,esaaf,621,1e-05,10.0,0.6744359399767914
Climatemodule_Arg5_vapor,esaaf,621,0.0001,10.0,0.7391514989338083
Climatemodule_Arg5_vapor,esaaf,621,0.001,10.0,0.7561040424767947
Climatemodule_Arg5_vapor,esaaf,621,0.01,10.0,0.6190369690090084
Climatemodule_Arg5_vapor,esaaf,621,0.1,10.0,0.22499353435958064
Climatemodule_Arg5_vapor,esaaf,621,4.5093795093795094e-05,100.0,0.7486598432363715
Climatemodule_Arg5_vapor,esaaf,621,1e-07,100.0,0.6404895714826558
Climatemodule_Arg5_vapor,esaaf,621,1e-06,100.0,0.6750987080139678
Climatemodule_Arg5_vapor,esaaf,621,1e-05,100.0,0.7396481786455908
Climatemodule_Arg5_vapor,esaaf,621,0.0001,100.0,0.7530640981796954
Climatemodule_Arg5_vapor,esaaf,621,0.001,100.0,0.755857200223492
Climatemodule_Arg5_vapor,esaaf,621,0.01,100.0,0.6190369690090084
Climatemodule_Arg5_vapor,esaaf,621,0.1,100.0,0.22499353435958064
Climatemodule_Arg5_vapor,esaaf,621,4.5093795093795094e-05,1000.0,0.7447532755550051
Climatemodule_Arg5_vapor,esaaf,621,1e-07,1000.0,0.6745573892426269
Climatemodule_Arg5_vapor,esaaf,621,1e-06,1000.0,0.7389279585960352
Climatemodule_Arg5_vapor,esaaf,621,1e-05,1000.0,0.7493072859180635
Climatemodule_Arg5_vapor,esaaf,621,0.0001,1000.0,0.7449177388815765
Climatemodule_Arg5_vapor,esaaf,621,0.001,1000.0,0.755857200223492
Climatemodule_Arg5_vapor,esaaf,621,0.01,1000.0,0.6190369690090084
Climatemodule_Arg5_vapor,esaaf,621,0.1,1000.0,0.22499353435958064
Climatemodule_Arg5_vapor_Uncertainty,esaaf,610,4.359958144401814e-05,0.001,0.7376531300899716
Climatemodule_Arg5_vapor_Uncertainty,esaaf,610,1e-07,0.001,0.7424670470647422
Climatemodule_Arg5_vapor_Uncertainty,esaaf,610,1e-06,0.001,0.742163553068031
Climatemodule_Arg5_vapor_Uncertainty,esaaf,610,1e-05,0.001,0.7426792566095365
Climatemodule_Arg5_vapor_Uncertainty,esaaf,610,0.0001,0.001,0.740842059057248
Climatemodule_Arg5_vapor_Uncertainty,esaaf,610,0.001,0.001,0.7368790657543683
Climatemodule_Arg5_vapor_Uncertainty,esaaf,610,0.01,0.001,0.5511340966662948
Climatemodule_Arg5_vapor_Uncertainty,esaaf,610,0.1,0.001,0.1750663009896299
Climatemodule_Arg5_vapor_Uncertainty,esaaf,610,4.359958144401814e-05,0.01,0.7541813860817634
Climatemodule_Arg5_vapor_Uncertainty,esaaf,610,1e-07,0.01,0.7424670470647422
Climatemodule_Arg5_vapor_Uncertainty,esaaf,610,1e-06,0.01,0.742163553068031
Climatemodule_Arg5_vapor_Uncertainty,esaaf,610,1e-05,0.01,0.7484283658609904
Climatemodule_Arg5_vapor_Uncertainty,esaaf,610,0.0001,0.01,0.7607513345478485
Climatemodule_Arg5_vapor_Uncertainty,esaaf,610,0.001,0.01,0.7456047980198741
Climatemodule_Arg5_vapor_Uncertainty,esaaf,610,0.01,0.01,0.5511340966662948
Climatemodule_Arg5_vapor_Uncertainty,esaaf,610,0.1,0.01,0.1750663009896299
